date,promotion_name,discount_percent,is_weekend
2025-08-30,Self-Care Weekend Deal,15,True
2025-08-31,Self-Care Weekend Deal,12,True
2025-09-01,Self-Care Weekend Deal,17,False
2025-09-02,Standard Collection,0,False
2025-09-03,Standard Collection,0,False
2025-09-04,VIP Member Perk,5,False
2025-09-05,Standard Collection,0,False
2025-09-06,Self-Care Weekend Deal,19,True
2025-09-07,Glow Up Flash Sale,25,True
2025-09-08,VIP Member Perk,5,False
2025-09-09,Self-Care Weekend Deal,10,False
2025-09-10,Standard Collection,0,False
2025-09-11,Self-Care Weekend Deal,16,False
2025-09-12,Self-Care Weekend Deal,10,False
2025-09-13,Self-Care Weekend Deal,10,True
2025-09-14,Self-Care Weekend Deal,19,True
2025-09-15,Self-Care Weekend Deal,19,False
2025-09-16,Standard Collection,0,False
2025-09-17,Standard Collection,0,False
2025-09-18,Self-Care Weekend Deal,17,False
2025-09-19,Self-Care Weekend Deal,11,False
2025-09-20,Self-Care Weekend Deal,19,True
2025-09-21,Self-Care Weekend Deal,18,True
2025-09-22,Standard Collection,0,False
2025-09-23,Standard Collection,0,False
2025-09-24,Standard Collection,0,False
2025-09-25,Standard Collection,0,False
2025-09-26,Glow Up Flash Sale,26,False
2025-09-27,Self-Care Weekend Deal,18,True
2025-09-28,Glow Up Flash Sale,24,True
2025-09-29,VIP Member Perk,5,False
2025-09-30,Self-Care Weekend Deal,10,False
2025-10-01,VIP Member Perk,5,False
2025-10-02,Self-Care Weekend Deal,17,False
2025-10-03,Standard Collection,0,False
2025-10-04,Glow Up Flash Sale,21,True
2025-10-05,Glow Up Flash Sale,28,True
2025-10-06,Standard Collection,0,False
2025-10-07,Standard Collection,0,False
2025-10-08,Standard Collection,0,False
2025-10-09,VIP Member Perk,5,False
2025-10-10,Standard Collection,0,False
2025-10-11,Self-Care Weekend Deal,13,True
2025-10-12,Self-Care Weekend Deal,19,True
2025-10-13,VIP Member Perk,5,False
2025-10-14,Self-Care Weekend Deal,15,False
2025-10-15,Glow Up Flash Sale,25,False
2025-10-16,Standard Collection,0,False
2025-10-17,Standard Collection,0,False
2025-10-18,Self-Care Weekend Deal,16,True
2025-10-19,Self-Care Weekend Deal,13,True
2025-10-20,Self-Care Weekend Deal,19,False
2025-10-21,Standard Collection,0,False
2025-10-22,Glow Up Flash Sale,27,False
2025-10-23,Standard Collection,0,False
2025-10-24,Standard Collection,0,False
2025-10-25,Self-Care Weekend Deal,17,True
2025-10-26,Self-Care Weekend Deal,14,True
2025-10-27,Self-Care Weekend Deal,14,False
2025-10-28,Self-Care Weekend Deal,19,False
2025-10-29,Standard Collection,0,False
2025-10-30,Standard Collection,0,False
2025-10-31,Standard Collection,0,False
2025-11-01,Self-Care Weekend Deal,13,True
2025-11-02,Self-Care Weekend Deal,16,True
2025-11-03,Standard Collection,0,False
2025-11-04,Self-Care Weekend Deal,16,False
2025-11-05,VIP Member Perk,5,False
2025-11-06,Self-Care Weekend Deal,17,False
2025-11-07,Self-Care Weekend Deal,15,False
2025-11-08,Self-Care Weekend Deal,10,True
2025-11-09,Self-Care Weekend Deal,10,True
2025-11-10,Self-Care Weekend Deal,10,False
2025-11-11,Standard Collection,0,False
2025-11-12,Standard Collection,0,False
2025-11-13,Glow Up Flash Sale,24,False
2025-11-14,Self-Care Weekend Deal,18,False
2025-11-15,Self-Care Weekend Deal,12,True
2025-11-16,Self-Care Weekend Deal,14,True
2025-11-17,Self-Care Weekend Deal,12,False
2025-11-18,VIP Member Perk,5,False
2025-11-19,Standard Collection,0,False
2025-11-20,Self-Care Weekend Deal,12,False
2025-11-21,Standard Collection,0,False
2025-11-22,Self-Care Weekend Deal,11,True
2025-11-23,Self-Care Weekend Deal,17,True
2025-11-24,Self-Care Weekend Deal,16,False
2025-11-25,Glow Up Flash Sale,22,False
2025-11-26,Standard Collection,0,False
2025-11-27,Standard Collection,0,False
2025-11-28,Standard Collection,0,False
2025-11-29,Self-Care Weekend Deal,15,True
2025-11-30,Self-Care Weekend Deal,14,True
2025-12-01,Standard Collection,0,False
2025-12-02,Glow Up Flash Sale,24,False
2025-12-03,Self-Care Weekend Deal,19,False
2025-12-04,Self-Care Weekend Deal,11,False
2025-12-05,Standard Collection,0,False
2025-12-06,Glow Up Flash Sale,21,True
2025-12-07,Self-Care Weekend Deal,14,True
2025-12-08,Self-Care Weekend Deal,10,False
2025-12-09,Standard Collection,0,False
2025-12-10,Standard Collection,0,False
2025-12-11,Standard Collection,0,False
2025-12-12,Self-Care Weekend Deal,14,False
2025-12-13,Self-Care Weekend Deal,17,True
2025-12-14,Self-Care Weekend Deal,11,True
2025-12-15,Standard Collection,0,False
2025-12-16,Standard Collection,0,False
2025-12-17,Standard Collection,0,False
2025-12-18,Standard Collection,0,False
2025-12-19,Standard Collection,0,False
2025-12-20,Self-Care Weekend Deal,15,True
2025-12-21,Self-Care Weekend Deal,10,True
2025-12-22,Self-Care Weekend Deal,14,False
2025-12-23,Standard Collection,0,False
2025-12-24,Glow Up Flash Sale,26,False
2025-12-25,Standard Collection,0,False
2025-12-26,Standard Collection,0,False
2025-12-27,Self-Care Weekend Deal,13,True
2025-12-28,Self-Care Weekend Deal,12,True
2025-12-29,VIP Member Perk,5,False
2025-12-30,Self-Care Weekend Deal,10,False
2025-12-31,Self-Care Weekend Deal,12,False
2026-01-01,Self-Care Weekend Deal,11,False
2026-01-02,Standard Collection,0,False
2026-01-03,Self-Care Weekend Deal,13,True
2026-01-04,Self-Care Weekend Deal,12,True
2026-01-05,VIP Member Perk,5,False
2026-01-06,Standard Collection,0,False
2026-01-07,Standard Collection,0,False
2026-01-08,Self-Care Weekend Deal,14,False
2026-01-09,Glow Up Flash Sale,23,False
2026-01-10,Self-Care Weekend Deal,17,True
2026-01-11,Self-Care Weekend Deal,13,True
2026-01-12,Standard Collection,0,False
2026-01-13,Self-Care Weekend Deal,16,False
